id_sv,id_nv,tt_nv,ma_truong,ten_truong,ma_nganh,ten_nganh,phuong_thuc_1,phuong_thuc_2,phuong_thuc_3,phuong_thuc_4
78979210536,NV14331,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Kỹ thuật Sinh học,1,1,0,0
88943176712,NV14332,3,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE1,Kỹ thuật Sinh học,1,0,0,1
47989619626,NV14333,4,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,TROY-IT,Kỹ thuật Sinh học,1,1,0,1
17291040990,NV14334,1,DKK,TRƯỜNG ĐẠI HỌC CMC,ET2,Kỹ thuật Sinh học,1,0,1,0
88245484246,NV14335,3,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Hóa học,1,1,0,1
29563641055,NV14336,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Công nghệ Thông tin,0,0,0,1
77255124748,NV14337,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E12,Kỹ thuật Hóa học,0,0,1,0
36406900605,NV14338,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE2,Công nghệ Thông tin,1,1,1,0
19658774572,NV14339,1,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Kỹ thuật Hóa học,1,1,1,1
12838749596,NV14340,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM3,Công nghệ Thông tin,1,0,0,0
60183899338,NV14341,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Kỹ thuật Sinh học,1,1,1,1
77145723178,NV14342,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-EP,Kỹ thuật Hóa học,1,1,1,1
40634229446,NV14343,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH3,Công nghệ Thông tin,0,1,0,0
94589529255,NV14344,2,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-IT,Kỹ thuật Hóa học,1,0,0,1
44622307551,NV14345,1,QHT,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Công nghệ Thông tin,1,1,1,0
41271414787,NV14346,1,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET2,Kỹ thuật Sinh học,0,1,0,0
82427013557,NV14347,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Hóa học,0,1,0,1
49318440078,NV14348,4,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM4,Công nghệ Thông tin,1,1,1,1
29996328017,NV14349,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ED2,Kỹ thuật Hóa học,0,1,1,0
75436288242,NV14350,2,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Kỹ thuật Sinh học,0,0,1,0
70974606296,NV14351,1,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE2,Kỹ thuật Sinh học,1,1,0,1
10028102840,NV14352,2,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Công nghệ Thông tin,0,1,0,0
50306987695,NV14353,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH-E11,Kỹ thuật Điện,1,0,0,1
45037167647,NV14354,2,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E13,Kỹ thuật Hóa học,0,1,0,1
54360250215,NV14355,4,QHI,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,IT-E7,Kỹ thuật Điện,0,0,1,1
48123133703,NV14356,1,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-EP,Kỹ thuật Hóa học,0,1,0,0
86258894496,NV14357,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Điện,0,1,1,1
28396453829,NV14358,1,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Kỹ thuật Hóa học,0,1,0,0
38202636724,NV14359,4,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,ET2,Kỹ thuật Hóa học,1,0,1,1
68248506410,NV14360,4,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH3,Công nghệ Thông tin,0,0,0,1
36488855886,NV14361,1,QHT,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF2,Kỹ thuật Sinh học,0,0,0,0
79871419969,NV14362,3,BVH,TRƯỜNG ĐẠI HỌC CMC,EE-E18,Công nghệ Thông tin,0,0,0,0
98146204679,NV14363,2,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,QHT94,Công nghệ Thông tin,1,0,0,1
68657807577,NV14364,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Điện,1,0,0,1
43936828662,NV14365,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM3,Kỹ thuật Điện,0,0,1,1
69529905871,NV14366,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ET1,Kỹ thuật Sinh học,0,0,0,1
91560151200,NV14367,2,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF2,Công nghệ Thông tin,1,0,0,1
64528358111,NV14368,4,DKK,TRƯỜNG ĐẠI HỌC CMC,EE-EP,Kỹ thuật Điện,1,0,0,1
17693250584,NV14369,2,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE2,Kỹ thuật Hóa học,1,0,0,1
83897433611,NV14370,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Sinh học,1,1,0,1
89388334107,NV14371,2,BVH,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,QHT94,Kỹ thuật Điện,1,1,0,1
75835250633,NV14372,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E14,Kỹ thuật Sinh học,1,1,1,0
65558607210,NV14373,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH3,Kỹ thuật Hóa học,0,0,0,0
49921603959,NV14374,1,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET1,Kỹ thuật Hóa học,0,0,0,0
72753682597,NV14375,2,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-E18,Công nghệ Thông tin,0,1,0,1
31744910023,NV14376,3,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ED2,Kỹ thuật Hóa học,0,1,1,1
14936377028,NV14377,4,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Công nghệ Thông tin,0,1,0,1
55032571612,NV14378,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-EP,Kỹ thuật Sinh học,0,1,1,1
33875783220,NV14379,1,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TX1,Kỹ thuật Điện,0,1,0,0
38400393838,NV14380,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Sinh học,0,0,1,0
89569618198,NV14381,1,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET2,Kỹ thuật Sinh học,0,0,1,1
23128457466,NV14382,2,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-E8,Công nghệ Thông tin,0,1,0,1
54580047115,NV14383,3,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-E14,Kỹ thuật Sinh học,0,1,0,0
29798781398,NV14384,3,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET1,Kỹ thuật Sinh học,1,1,0,0
16748738511,NV14385,3,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-IT,Kỹ thuật Sinh học,1,0,0,0
74973420224,NV14386,4,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,IT-E7,Kỹ thuật Hóa học,1,1,1,0
69986891603,NV14387,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Công nghệ Thông tin,0,1,1,0
50002079100,NV14388,2,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Sinh học,0,0,0,0
79503364920,NV14389,1,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E14,Kỹ thuật Điện,0,0,0,0
40313923238,NV14390,2,BKA,TRƯỜNG ĐẠI HỌC CMC,CH2,Kỹ thuật Điện,0,0,1,0
22496396052,NV14391,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Công nghệ Thông tin,0,0,1,1
43861890684,NV14392,4,QHI,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM5,Kỹ thuật Điện,0,1,0,0
93367244822,NV14393,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM3,Kỹ thuật Hóa học,1,0,0,1
25937754368,NV14394,1,BKA,TRƯỜNG ĐẠI HỌC CMC,EE2,Công nghệ Thông tin,0,1,0,1
44430858878,NV14395,2,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,CH1,Kỹ thuật Điện,0,1,1,1
48574101624,NV14396,4,BVH,TRƯỜNG ĐẠI HỌC CMC,TROY-IT,Công nghệ Thông tin,1,1,1,1
42462871203,NV14397,1,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF1,Kỹ thuật Hóa học,1,1,0,0
71504107964,NV14398,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Công nghệ Thông tin,0,0,0,1
43199918705,NV14399,4,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,TROY-BA,Kỹ thuật Điện,0,0,0,1
21392821868,NV14400,1,BVH,TRƯỜNG ĐẠI HỌC CMC,EM3,Kỹ thuật Sinh học,0,1,0,0
95004255652,NV14401,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH-E11,Kỹ thuật Điện,1,0,0,0
69659081148,NV14402,3,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF1,Kỹ thuật Sinh học,1,0,0,0
44191337175,NV14403,4,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E13,Kỹ thuật Hóa học,0,0,1,1
62859350900,NV14404,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Kỹ thuật Điện,1,0,1,0
91648539282,NV14405,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM3,Kỹ thuật Điện,1,1,1,0
92093820264,NV14406,4,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF1,Kỹ thuật Hóa học,1,1,0,1
87077931091,NV14407,1,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Công nghệ Thông tin,0,1,1,1
88729801116,NV14408,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF-E12,Công nghệ Thông tin,1,1,1,0
32567244747,NV14409,3,DKK,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF2,Kỹ thuật Điện,0,1,0,1
11220180896,NV14410,2,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E13,Kỹ thuật Điện,0,0,1,0
97235957086,NV14411,4,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E19,Kỹ thuật Sinh học,0,0,0,1
91505667477,NV14412,4,QHT,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E8,Công nghệ Thông tin,0,0,0,0
14057722323,NV14413,4,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH-E11,Kỹ thuật Hóa học,1,0,1,1
47153336114,NV14414,2,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EM-E13,Công nghệ Thông tin,0,1,1,0
75515878860,NV14415,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF-E19,Kỹ thuật Hóa học,1,1,0,1
96995459519,NV14416,1,DCN,TRƯỜNG ĐẠI HỌC CMC,CH-E11,Kỹ thuật Điện,0,0,1,1
20343093137,NV14417,1,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E18,Kỹ thuật Điện,1,0,0,1
16340682488,NV14418,2,BKA,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E8,Kỹ thuật Hóa học,0,1,1,0
59662904508,NV14419,3,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,CH1,Kỹ thuật Sinh học,1,1,1,1
84583402449,NV14420,2,BVH,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE2,Kỹ thuật Sinh học,0,1,0,0
27081443573,NV14421,3,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Kỹ thuật Điện,0,1,0,1
66800153285,NV14422,1,QHI,TRƯỜNG ĐẠI HỌC CMC,EM3,Kỹ thuật Hóa học,1,0,1,1
89337251324,NV14423,1,BVH,TRƯỜNG ĐẠI HỌC CMC,CH-E11,Công nghệ Thông tin,1,0,0,0
31767968878,NV14424,3,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Công nghệ Thông tin,0,1,0,0
59467430952,NV14425,4,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E12,Kỹ thuật Hóa học,1,1,1,0
40127125831,NV14426,3,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH-E11,Kỹ thuật Hóa học,0,0,1,0
32778869973,NV14427,1,BVH,TRƯỜNG ĐẠI HỌC CMC,EM5,Kỹ thuật Hóa học,1,1,1,0
71765669470,NV14428,3,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-E18,Kỹ thuật Điện,0,0,0,0
35731433040,NV14429,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,QHT94,Kỹ thuật Sinh học,1,0,1,1
47253471050,NV14430,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,ET1,Công nghệ Thông tin,1,0,0,1
89747236717,NV14431,4,QHT,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Kỹ thuật Điện,1,0,1,1
76082511331,NV14432,2,CMC,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET2,Công nghệ Thông tin,1,0,1,0
58326746996,NV14433,3,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,ET1,Công nghệ Thông tin,1,1,0,0
27011057717,NV14434,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,QHT94,Công nghệ Thông tin,0,1,0,0
14420269277,NV14435,4,DKK,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,IT-E7,Kỹ thuật Sinh học,1,1,0,1
75657776997,NV14436,1,CMC,TRƯỜNG ĐẠI HỌC CMC,CH3,Kỹ thuật Sinh học,0,0,1,1
89761777058,NV14437,4,DCN,TRƯỜNG ĐẠI HỌC CMC,TX1,Kỹ thuật Hóa học,1,0,1,1
66187797213,NV14438,1,BVH,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-IT,Kỹ thuật Sinh học,1,0,1,0
19453346861,NV14439,2,QHT,TRƯỜNG ĐẠI HỌC CMC,EE1,Công nghệ Thông tin,0,0,0,1
61056147618,NV14440,4,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EM3,Kỹ thuật Hóa học,0,1,0,0
72171436207,NV14441,4,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Công nghệ Thông tin,1,0,1,0
31405754301,NV14442,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM3,Kỹ thuật Hóa học,1,0,1,0
11105820440,NV14443,2,BKA,TRƯỜNG ĐẠI HỌC CMC,BF2,Kỹ thuật Hóa học,0,1,0,1
22096908565,NV14444,2,DKK,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF2,Công nghệ Thông tin,1,0,0,1
62735181603,NV14445,2,DKK,TRƯỜNG ĐẠI HỌC CMC,CH1,Kỹ thuật Điện,1,0,1,1
66558585823,NV14446,3,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-E18,Kỹ thuật Sinh học,1,1,0,0
87910661114,NV14447,3,BKA,TRƯỜNG ĐẠI HỌC CMC,EE-E8,Kỹ thuật Điện,0,0,0,1
23316126400,NV14448,1,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,BF2,Kỹ thuật Hóa học,0,1,0,0
35910778420,NV14449,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Điện,1,1,1,1
74411345907,NV14450,4,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,ED2,Kỹ thuật Điện,0,1,0,1
37366907360,NV14451,1,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF-E12,Kỹ thuật Sinh học,1,1,1,1
28323537800,NV14452,4,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,IT-E7,Kỹ thuật Điện,1,1,1,1
20646613072,NV14453,1,QHT,TRƯỜNG ĐẠI HỌC CMC,CH3,Công nghệ Thông tin,1,1,1,1
37324627519,NV14454,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Kỹ thuật Điện,1,1,0,0
87897791019,NV14455,4,DCN,TRƯỜNG ĐẠI HỌC CMC,ET2,Kỹ thuật Sinh học,1,1,0,1
53107452217,NV14456,3,CMC,TRƯỜNG ĐẠI HỌC CMC,EE-E18,Kỹ thuật Điện,1,0,0,1
19895778756,NV14457,1,CMC,TRƯỜNG ĐẠI HỌC CMC,TROY-BA,Kỹ thuật Sinh học,0,1,0,0
40098757700,NV14458,4,DCN,ĐẠI HỌC BÁCH KHOA HÀ NỘI,CH1,Công nghệ Thông tin,0,1,0,0
50840341282,NV14459,3,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,BF-E19,Kỹ thuật Sinh học,1,0,0,1
54926755035,NV14460,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E14,Công nghệ Thông tin,1,0,0,0
87394311860,NV14461,3,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,TX1,Kỹ thuật Sinh học,0,1,0,1
56883718964,NV14462,2,QHI,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TX1,Kỹ thuật Hóa học,1,1,1,0
26357765792,NV14463,2,BKA,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET2,Công nghệ Thông tin,1,1,1,1
69801571739,NV14464,3,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Công nghệ Thông tin,0,1,0,1
51894549192,NV14465,1,DKK,ĐẠI HỌC BÁCH KHOA HÀ NỘI,EE-E18,Công nghệ Thông tin,1,0,1,0
10690905776,NV14466,4,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,BF-E12,Kỹ thuật Sinh học,0,0,1,1
55887110239,NV14467,1,QHI,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-E8,Công nghệ Thông tin,1,1,0,0
80303346003,NV14468,2,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Điện,0,0,0,1
58781238727,NV14469,3,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET1,Kỹ thuật Điện,0,0,1,1
10887610891,NV14470,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE2,Kỹ thuật Hóa học,1,0,0,0
20653549066,NV14471,2,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH1,Kỹ thuật Hóa học,1,0,1,1
81378870662,NV14472,2,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-IT,Kỹ thuật Hóa học,0,1,1,0
60699579792,NV14473,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF-E19,Kỹ thuật Sinh học,0,1,1,0
56563108636,NV14474,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Kỹ thuật Hóa học,1,1,1,1
11777336495,NV14475,3,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-VUW,Công nghệ Thông tin,0,1,1,0
73176215338,NV14476,4,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,TROY-IT,Kỹ thuật Sinh học,1,0,0,1
85867545995,NV14477,2,BVH,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,IT-E7,Kỹ thuật Hóa học,0,0,0,1
59022637393,NV14478,2,BVH,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TX1,Kỹ thuật Sinh học,0,0,0,1
26603187227,NV14479,4,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-E14,Kỹ thuật Điện,1,1,1,0
32426116860,NV14480,1,CMC,TRƯỜNG ĐẠI HỌC CMC,EM3,Kỹ thuật Sinh học,1,0,0,1
98143996765,NV14481,4,DKK,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,CH1,Công nghệ Thông tin,0,1,0,1
21893973155,NV14482,3,DCN,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,ET2,Kỹ thuật Điện,1,1,0,1
48540083865,NV14483,1,DCN,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,BF-E19,Kỹ thuật Sinh học,0,0,0,0
34703642841,NV14484,4,BKA,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,QHT94,Kỹ thuật Hóa học,0,0,1,0
79365511663,NV14485,2,BKA,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,CH2,Kỹ thuật Điện,1,1,0,1
29772585526,NV14486,4,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM5,Kỹ thuật Sinh học,1,0,1,0
89097538930,NV14487,3,DCN,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EE-E8,Kỹ thuật Hóa học,1,1,1,0
88389592440,NV14488,2,QHI,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,EM-VUW,Kỹ thuật Hóa học,0,1,1,0
28331277159,NV14489,1,DCN,TRƯỜNG ĐẠI HỌC CMC,CH-E11,Công nghệ Thông tin,1,1,0,1
72706255852,NV14490,2,QHI,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EE-E18,Kỹ thuật Hóa học,0,1,1,0
97612051813,NV14491,1,CMC,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,BF1,Kỹ thuật Hóa học,1,1,1,1
52145977165,NV14492,3,QHT,TRƯỜNG ĐẠI HỌC CMC,EM1,Kỹ thuật Sinh học,0,0,0,0
38624368566,NV14493,1,BKA,TRƯỜNG ĐẠI HỌC CMC,EE-EP,Kỹ thuật Hóa học,0,1,1,1
95001525743,NV14494,4,BVH,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,EM-E13,Công nghệ Thông tin,1,1,1,1
26062006231,NV14495,1,CMC,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,TROY-BA,Công nghệ Thông tin,0,1,0,0
55143495770,NV14496,2,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE2,Kỹ thuật Sinh học,1,0,1,1
86482103321,NV14497,4,DCN,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EE-E18,Kỹ thuật Điện,1,0,0,0
30371913809,NV14498,4,BKA,ĐẠI HỌC BÁCH KHOA HÀ NỘI,TROY-BA,Công nghệ Thông tin,1,0,0,1
12554940910,NV14499,1,DKK,TRƯỜNG ĐẠI HỌC CMC,TX1,Công nghệ Thông tin,1,1,0,0
79840423287,NV14500,3,QHT,TRƯỜNG ĐẠI HỌC KINH TẾ KỸ THUẬT CÔNG NGHIỆP,EE-E18,Kỹ thuật Điện,0,0,0,0
48240908386,NV14501,3,CMC,TRƯỜNG ĐẠI HỌC KHOA HỌC TỰ NHIÊN - ĐH QG HÀ NỘI,ED2,Kỹ thuật Điện,1,0,1,1
84849174880,NV14502,4,DCN,TRƯỜNG ĐẠI HỌC CMC,EM-E13,Công nghệ Thông tin,0,0,1,1
44146903916,NV14503,4,QHT,TRƯỜNG ĐẠI HỌC CMC,EM-E14,Kỹ thuật Sinh học,0,0,1,0
23540416451,NV14504,4,QHI,HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG,EM3,Kỹ thuật Hóa học,1,1,1,1
